alabojiao 阿拉伯胶
jiangyajuemingzhou 降压决明粥
jiangyaqingrehaidaitang 降压清热海带汤
jiangyangrou 酱羊肉
jiangyou 酱油
jiangyou 姜油
jiangyounenji 酱油嫩鸡
jiangyouquyingyangyinliao 酱油曲营养饮料
jiangzhibanbocai 姜汁拌菠菜
jiangzhibiandou 姜汁扁豆
jiangzhibing 姜汁饼
jiangzhibocai 姜汁菠菜
jiangzhichibei 姜汁赤贝
jiangzhidaodou 姜汁刀豆
jiangzhipaichaer 姜汁排叉儿
jiangzhipaigu 酱汁排骨
jiangzhipijiu 姜汁啤酒
jiangzhireweiji 姜汁热味鸡
jiangzhirewoji 姜汁热窝鸡
jiangzhishunfenggao 酱汁顺风糕
jiangzhiyafang 酱汁鸭方
jiangzhiyazhang 姜汁鸭掌
jiangzhiyishoucha 降脂益寿茶
jiangzhiziji 姜汁仔鸡
jiaobaichaomaodou 茭白炒毛豆
jiaogaishaobing 焦盖烧饼
jiaogulanzhou 绞股蓝粥
jiaohuaji 叫化鸡
jiaohuaziji 叫化仔鸡
jiaolinsuanerqingerna 焦磷酸二氢二钠
jiaolinsuanna 焦磷酸钠
jiaoliufeichang 焦溜肥肠
jiaomadoufuji 椒麻豆腐鸡
jiaomaji 椒麻鸡
jiaomajipian 椒麻鸡片
jiaomutangjichuji 胶姆糖基础剂
jiaoquan 焦圈
jiaotang 焦糖
jiaotangbuding 焦糖布丁
jiaotangnaiyoutusi 焦糖奶油吐司
jiaotangpaofu 焦糖泡芙
jiaotangse 焦糖色
jiaotuan 搅团
jiaoyaliusuanjia 焦亚硫酸钾
jiaoyaliusuanna 焦亚硫酸钠
jiaoyanbabaoji 椒盐八宝鸡
jiaoyandujian 椒盐肚尖
jiaoyanmabing 椒盐麻饼
jiaoyantaopian 椒盐桃片
jiaoyantibang 椒盐蹄膀
jiaoyanxia 椒盐虾
jiaoyanzhouzi 椒盐肘子
jiaoyoubiandou 椒油扁豆
jiaoyouqiangqincai 椒油炝芹菜
jiaoziyan 饺子宴
jiebaina 解百纳
jiecaixiandanyutoutang 芥菜咸蛋鱼头汤
jiegunuo 接骨糯
jiejiufang 解酒方
jielanchaoxiangchang 芥兰炒香肠
jielanniurou 芥兰牛肉
jieludunshujiao 节路顿树胶
jiemo 芥末
jiemoyabang 芥末鸭膀
jietancha 碣滩茶
jinao 金澳
jinbajian 津八件
jinbali 金巴利
jinbaoyin 金包银
jinchanbaiyue 金蟾拜月
jindepijiu 金德啤酒
jingangyinzhencha 金岗银针茶
jingao 金糕
jingaojuan 金糕卷
jingoudanjuan 金钩蛋卷
jingouguayupai 金钩挂玉牌
jingouqingcaixin 金钩青菜心
jinguihuachabing 金桂花茶饼
jinhansikaorou 金汉斯烤肉
jinhuayushuji 金华玉树鸡
jinhuangmizao 金黄蜜枣
jinjiduli 金鸡独立
jinjianghuimingcha 金奖惠明茶
jinju 金菊
jinju 金桔
jinjuhua 金桔花
jinjusi 金桔丝
jinlvguanlihe 金绿罐礼盒
jinniuyazi 金牛鸭子
jinnuo 金诺
jinpaichashaosu 金牌叉烧酥
jinpaihuluobo 金牌胡萝卜
jinpaishousiya 金牌手撕鸭
jinpaisuanxianggu 金牌蒜香骨
jinpaizhushouwang 金牌猪手王
jinqiancaozhou 金钱草粥
jinqianganbei 金钱干贝
jinqianhaishen 金钱海参
jinqianjijuan 金钱鸡卷
jinqianjita 金钱鸡塔
jinqiankoumotang 金钱口蘑汤
jinqianniupai 金钱牛排
jinqianrou 金钱肉
jinqiantusi 金钱吐丝
jinqianxianggu 金钱香菇
jinqianyangyubing 金钱洋芋饼
jinqianyudu 金钱鱼肚
jinqianzhimaxia 金钱芝麻虾
jinqiangyu 金枪鱼
jinqiangyumianbao 金枪鱼面包
jinqiangyusanwenzhi 金枪鱼三文治
jinqiuzhili 金秋之梨
jinqueshe 金雀舌
jinsekafeicha 金色咖啡茶
jinshatudouni 金沙土豆泥
jinshanshiyucha 金山时雨茶
jinshengyuan 今生缘
jinshigaohezhuangyuanbing 进士糕和状元饼
jinshinaitang 金狮奶糖
jinshixiuqiu 金狮绣球
jinsibing 金丝饼
jinsihaixie 金丝海蟹
jinsihupomizao 金丝琥珀蜜枣
jinsimizao 金丝蜜枣
jinsishaomai 金丝烧麦
jinsiyutu 金丝玉兔
jinsubangbangyubing 金粟棒棒鱼饼
jintanglimijian 金塘李蜜饯
jintuijimeidunyaosu 金腿脊梅炖腰酥
jintuijiyu 金腿鲫鱼
jinwanlixiangchengbailandikafei 金万利香橙白兰地咖啡
jinwanlixiangchengjiu 金万利香橙酒
jinwei 津威
jinwucangjiao 金屋藏娇
jinxiousitang 金溪藕丝糖
jinxiangyuban 金镶玉板
jinxing 金杏
jinxiushicaita 锦绣时菜塔
jinxiuyusi 锦绣鱼丝
jinyenaiyoudangao 金叶奶油蛋糕
jinyinti 金银蹄
jinyinzao 金银枣
jinyingzizong 金樱子棕
jinyumantang 金玉满堂
jinyuxilian 金鱼戏莲
jinyuyazhang 金鱼鸭掌
jinyuanbao 金元宝
jinzaoshaopaigu 金枣烧排骨
jinzhansongrong 金盏松茸
jinzhao 今朝
jinzhaoyin 津兆尹
jinzhaoyuan 今朝缘
jinzhendoufu 金针豆腐
jinzhenfensizhu 金针粉丝煮
jinzhengu 金针菇
jinzhengudongsun 金针菇冬笋
jinzhenguguantou 金针菇罐头
jinzhongzi 金种子
jinzuantiannaiyou 金钻甜奶油
jingbajian 京八件
jingdaopijiu 菁岛啤酒
jingfeng 劲风
jinggao 镜糕
jingqishenshanheizhuqingzhengrouguantou 精气神山黑猪清蒸肉罐头
jingshayugao 荆沙鱼糕
jingshanquan 兢山泉
jingshisuanlatang 京式酸辣汤
jingshiyuebing 京式月饼
jingxianmijian 靖县蜜饯
jingxingbilvcha 景星碧绿茶
jingyansisigao 井研丝丝糕
jingyuhaitang 晶玉海棠
jiucaibao 韭菜包
jiucaibaozi 韭菜包子
jiucaichaohuangshan 韭菜炒黄鳝
jiucaichaolvdouya 韭菜炒绿豆芽
jiucaichaorou 韭菜炒肉
jiucaidouzhabing 韭菜豆渣饼
jiucaihua 韭菜花
jiucaimoyusi 韭菜墨鱼丝
jiucaipingguozhi 韭菜苹果汁
jiucairoupiantang 韭菜肉片汤
jiucaisimoyutang 韭菜丝墨鱼汤
jiucaixianyou 韭菜鲜鱿
jiucengtajiandan 九层塔煎蛋
jiuchang 酒肠
jiucuzhi 酒醋汁
jiudianban 九点半
jiudongkuangquanshui 九洞矿泉水
jiuhuamaofeng 九华毛峰
jiuhuangbing 九黄饼
jiuhuangrousi 韭黄肉丝
jiujingyinliao 酒精饮料
jiukengmaojian 鸠坑毛尖
jiulipiaoxiang 九里飘香
jiulongcha 九龙茶
jiuniangbanjiu 酒酿斑鸠
jiunianggedan 酒酿鸽蛋
jiuniangjintui 酒酿金腿
jiupenghailuo 酒烹海螺
jiuquanshanshui 九泉山水
jiushisuan 酒石酸
jiushisuanqingdanjian 酒石酸氢胆碱
jiushisuanqingjia 酒石酸氢钾
jiuxiangjiaoyanzhouzi 酒香椒盐肘子
jiuxinqiaokeli 酒心巧克力
jiuxingtuanyuan 九姓团圆
jiuyangtangguo 九阳汤锅
jiuyuanlixiangcha 鸠园栗香茶
jiuyueroupian 九月肉片
judingxi 聚丁烯
juerjiajiguiyangwan 聚二甲基硅氧烷
juganyoubimachunzhi 聚甘油蓖麻醇酯
juganyoudanyingzhisuanzhi 聚甘油单硬脂酸酯
juganyouzhifangsuanzhi 聚甘油脂肪酸酯
juhonggao 橘红糕
juhuadongsun 菊花冬笋
juhuadoufu 菊花豆腐
juhuaduixie 菊花对蟹
juhuagao 菊花糕
juhuagouqicha 菊花枸杞茶
juhuaguo 菊花锅
juhuaguozi 菊花锅子
juhuahaixianguo 菊花海鲜锅
juhuahuangjingao 菊花黄浸膏
juhuahuoguo 菊花火锅
juhuajing 桔花晶
juhualiji 菊花里脊
juhualuyu 菊花鲈鱼
juhuaqingyu 菊花青鱼
juhuasubing 菊花酥饼
juhuayouyu 菊花鱿鱼
juhuayuwan 菊花鱼丸
juhuazhacaiyujuan 菊花榨菜鱼卷
juhuazhugantang 菊花猪肝汤
julutangyuan 橘露汤圆
juluowanzi 桔络丸子
jupijiangjiaxinbinggan 桔皮酱夹心饼干
juputaotang 聚葡萄糖
juruoliangban 蒟蒻凉拌
jusanxian 聚三鲜
juxiangbaiqiaokeli 橘香白巧克力
juyang 桔阳
juyangbingxiganyoumi 聚氧丙烯甘油醚
juyangbingxiyanghuayixiganyoumi 聚氧丙烯氧化乙烯甘油醚
juyangyixijuyangbingchunanmi 聚氧乙烯聚氧丙醇胺醚
juyangyixijuyangbingxianmi 聚氧乙烯聚氧丙烯胺醚
juyangyixijuyangbingxijiwusichunmi 聚氧乙烯聚氧丙烯季戊四醇醚
juyangyiximutangchungandanyingzhisuanzhi 聚氧乙烯木糖醇酐单硬脂酸酯
juyangyixishanlichungandanyingzhisuanzhi 聚氧乙烯山梨醇酐单硬脂酸酯
juyangyixishanlichungandanyousuanzhi 聚氧乙烯山梨醇酐单油酸酯
juyangyixishanlichungandanyueguisuanzhi 聚氧乙烯山梨醇酐单月桂酸酯
juyangyixishanlichungandanzonglvsuanzhi 聚氧乙烯山梨醇酐单棕榈酸酯
juyidingxi 聚异丁烯
juyierchun 聚乙二醇
juyisuanyixizhi 聚乙酸乙烯酯
juyixi 聚乙烯
juyixichun 聚乙烯醇
juzaofengmilu 菊枣蜂蜜露
juziningmengbuding 桔子柠檬布丁
juanfen 卷粉
juantongdangao 卷筒蛋糕
juanxincaiyangcongzhi 卷心菜洋葱汁
jueminggouqicha 决明枸杞茶
juemingheyecha 决明荷叶茶
juemingjiao 决明胶
juemingzicha 决明子茶
juemingzizhou 决明子粥
junle 君乐
junzhidoujiang 均质豆浆
junzhiwei 君之薇
kabujinuo 卡布基诺
kabuluoerbaxikaorou 卡布罗尔巴西烤肉
kabuqinuobingkafei 卡布奇诺冰咖啡
kabuqinuodangao 卡布奇诺蛋糕
kafeidangaojuan 咖啡蛋糕卷
kafeidou 咖啡豆
kafeioulei 咖啡欧蕾
kafeitang 咖啡糖
kafeixiaodangao 咖啡小蛋糕
kafeiyin 咖啡因
kafeizhenzidangao 咖啡榛子蛋糕
kafuguozhen 卡夫果珍
kalajiao 卡拉胶
kalashinikefufutejia 卡拉什尼科夫伏特加
kaleiduoer 卡蕾多儿
kalicaogu 咖哩草菇
kaliji 咖哩鸡
kaliniurou 咖哩牛肉
katongdangao 卡通蛋糕
kayizhi 卡依之
kazi 卡滋
kaikouxiao 开口笑
kaipingchaibaguiyu 开屏柴把桂鱼
kaipingmahua 开平麻花
kaisashalv 凯撒沙律
kaishanbaihaocha 开山白毫茶
kaishuibaicai 开水白菜
kaisilingdangao 凯司令蛋糕
kaiweishuiyu 开胃水鱼
kaixinshumai 开心蔬麦
kanhuatang 砍花糖
kanpenjingcha 砍盆箐茶
kanghuaixuesuan 抗坏血酸
kanghuaixuesuangai 抗坏血酸钙
kanghuaixuesuanlinsuanzhimei 抗坏血酸磷酸酯镁
kanghuaixuesuanna 抗坏血酸钠
kanghuaixuesuanzonglvsuanzhi 抗坏血酸棕榈酸酯
kangjialianwukafei 康加恋舞咖啡
kangjieji 抗结剂
kangjujuyuanguo 康桔桔圆果
kangkangmo 炕炕馍
kanglangyu 抗浪鱼
kangshoucha 康寿茶
kangshuailaopijiu 抗衰老啤酒
kangyanghuaji 抗氧化剂
kangzaoji 扛糟鸡
kangzaoyangrou 扛糟羊肉
kaobiandanrou 烤扁担肉
kaocha 烤茶
kaodanfanggao 烤蛋方糕
kaodoufu 烤豆腐
kaofudabao 烤麸大包
kaohualanguiyu 烤花揽鳜鱼
kaohualanguiyu 烤花揽桂鱼
kaohuangdangao 烤黄蛋糕
kaojirouchuan 烤鸡肉串
kaomanyujidanjuan 烤鳗鱼鸡蛋卷
kaomianbaohe 烤面包盒
kaonaiyouxiangjiao 烤奶油香蕉
kaonanguatangpeiniuyouquqibing 烤南瓜汤配牛油曲奇饼
kaoniugu 烤牛骨
kaopaizi 烤牌子
kaoquanyang 烤全羊
kaorou 烤肉
kaoruzhu 烤乳猪
kaoturou 烤兔肉
kaowei 考维
kaoxiaoji 烤小鸡
kaoxiaozhu 烤小猪
kaoyangrou 烤羊肉
kaoyangrouchuan 烤羊肉串
kaoyangtui 烤羊腿
kederanjiao 可得然胶
kefei 科飞
kejiafengji 客家封鸡
kejianiangdoufu 客家酿豆腐
kejutang 壳聚糖
kekeboluopaofu 可可菠萝泡芙
kekedangao 可可蛋糕
kekeguo 可可果
kekeji 可可基
kekekafei 可可咖啡
kekekese 可可壳色
kekelizitang 可可栗子糖
kekemairujing 可可麦乳精
kekexiaoyuandangao 可可小圆蛋糕
kelao 科劳
kelejichi 可乐鸡翅
kelisitingmochaxiaofang 克里斯汀抹茶小方
keluwenbao 科露蕰堡
keluodike 克罗地可
keluojiukafei 可罗酒咖啡
kenong 可浓
kesita 科斯塔
kongfuyipinguo 孔府一品锅
kongxinguo 空心果
kongxinkuimian 空心魁面
kongxinliuliwanzi 空心琉璃丸子
kongxinnanguabing 空心南瓜饼
kongxinyuwantang 空心鱼丸汤
koudaidoufu 口袋豆腐
kouganyanjianrou 口感盐煎肉
kouji 扣鸡
koumobayupu 口蘑扒鱼脯
koumolurou 口蘑鹿肉
koumozhengji 口蘑蒸鸡
kourou 扣肉
kouroumeicai 扣肉梅菜
koushuiji 口水鸡
kouweijinniuti 口味金牛蹄
kouweilongxiazai 口味龙虾仔
kouweishanpian 口味鳝片
kouweishe 口味蛇
kuaijiu 苦艾酒
kudaimian 裤带麺
kudanbaisuanna 酷蛋白酸钠
kudingcha 苦丁茶
kuguaheiyutang 苦瓜黑鱼汤
kuguajipian 苦瓜鸡片
kuguamumianhuabaoniuroutang 苦瓜木棉花煲牛肉汤
kuguaniangrou 苦瓜酿肉
kuguashanyutang 苦瓜鳝鱼汤
kuguazhou 苦瓜粥
kukeluofu 库克洛夫
kuli 酷梨
kuzhongzuole 苦中作乐
kuailedadang 快乐搭档
kuangquanshuilengmian 矿泉水冷面
kuihuasubing 葵花酥饼
kuihuaxiabing 葵花虾饼
kuilinhuang 喹啉黄
kuiningshui 奎宁水
kuiquan 葵醛
kunbuhaizaoshouroutang 昆布海澡瘦肉汤
kuntexiangjing 昆特香精
labaicai 辣白菜
lachaoyouyusi 辣炒鱿鱼丝
lachaozhuroudoufu 辣炒猪肉豆腐
lachixiangtu 辣豉香兔
ladoubanyu 辣豆瓣鱼
lajiaochaodupian 辣椒炒肚片
lajiaochaozhudupian 辣椒炒猪肚片
lajiaocheng 辣椒橙
lajiaohong 辣椒红
lajiaojiang 辣椒酱
lajiaopaoyu 辣椒泡鱼
lajiaoxie 辣椒蟹
lajiaoyoushuzhi 辣椒油树脂
lajiaoyu 辣椒鱼
lajiaozai 辣椒仔
larouchaocaitai 腊肉炒菜苔
lasapijiu 拉萨啤酒
laturou 腊兔肉
laweibaozaifan 腊味煲仔饭
laweiguojiangji 辣味过江鸡
laweihezheng 腊味合蒸
laweiroupidong 辣味肉皮冻
laweiyutougao 腊味芋头糕
laweizhajichi 辣味炸鸡翅
layoulijisi 辣油里脊丝
lazaoyukuai 拉糟鱼块
lazhijiangxiangzhou 辣汁酱香肘
lazhinichang 辣汁泥肠
lazhiqiesi 辣汁茄丝
lazhirou 腊汁肉
lazicuichang 辣子脆肠
lazifeichang 辣子肥肠
laziguobacuipiyuding 辣子锅巴脆皮鱼丁
laziji 辣子鸡
lazijiding 辣子鸡丁
lazisuanyangxue 辣子蒜羊血
laziyukuai 辣子鱼块
laiansuantianmendongansuanyan 赖氨酸天门冬氨酸盐
laiansuanyansuanyan 赖氨酸盐酸盐
laijiamingjiang 赖家名酱
laikaioujiao 莱开欧胶
laimu 莱姆
laimufeizi 莱姆费兹
laitaosu 赖桃酥
lancheng 蓝城
landai 蓝带
landingguohong 蓝锭果红
landugepu 兰度鸽脯
lanhuababaodonggua 兰花八宝冬瓜
lanhuacha 兰花茶
lanhuachunsun 兰花春笋
lanhuadaxia 兰花大虾
lanhuadougan 兰花豆干
lanli 蓝力
lanmeidangao 蓝莓蛋糕
lanmeidongzhishidangao 蓝莓冻芝士蛋糕
lanmeiguantou 蓝莓罐头
lanmeiguoni 蓝莓果泥
lanmeimusi 蓝莓慕丝
lanmeinailao 蓝莓奶酪
lanmeiqiaoxinbing 蓝莓巧心饼
lanmeisuannaidangao 蓝莓酸奶蛋糕
lanmeizhishi 蓝莓芝士
lanrenqiedangao 榄仁切蛋糕
lanrenzhuyougao 榄仁猪油糕
lanseshanhujiao 蓝色珊瑚礁
lansexiangbin 蓝色香槟
lanshengsi 蓝圣斯
lanyunya 岚韵雅
langhuatianxiangyu 浪花天香鱼
langmujiuheijialunrulao 朗姆酒黑加仑乳酪
langyashengcai 狼牙生菜
langyasutang 琅琊酥糖
langyuansongluocha 琅源松萝茶
laobabu 老巴布
laobada 老八大
laobanyusuancaidundoufutang 老板鱼酸菜炖豆腐汤
laodanbaigaitai 酪蛋白钙肽
laodanbailinsuantai 酪蛋白磷酸肽
laogaozi 烙糕子
laohuangguachenshentang 老黄瓜陈肾汤
laojianggouqiyangroutang 老姜枸杞羊肉汤
laojiangtang 老姜汤
laojiu 老酒
laokeman 老科曼
laomazidaiyu 老妈子带鱼
laopobing 老婆饼
laosisongbing 烙司松饼
laotangmujinjiu 老汤姆金酒
laotangmuzhanjiu 老汤姆毡酒
laoyadunchongcao 老鸭炖虫草
laoyahuaiqitang 老鸭淮杞汤
laoye 老椰
laozaoguantou 醪糟罐头
laozaojidan 醪糟鸡蛋
laozaomahua 醪糟麻花
laozhudafangcha 老竹大方茶
lechangbaimaocha 乐昌白毛茶
lemanjia 乐满家
lepilu 乐啤露
leigongshantianma 雷公山天麻
lengdanbei 冷啖杯
lengdongyazhang 冷冻鸭掌
libiankafei 狸便咖啡
libing 礼饼
licun 力存
lihongzhangzahui 李鸿章杂烩
lijia 利嘉
likouputaojiu 利口葡萄酒
lishen 力神
lixing 李杏
liyanggeng 栗羊羹
liyebailian 里叶白莲
liyubuxuetang 鲤鱼补血汤
liyukuguatang 鲤鱼苦瓜汤
liyutang 鲤鱼汤
liyuzhou 鲤鱼粥
liyuelongmen 鲤跃龙门
lizhicha 荔枝茶
lizhiguantou 荔枝罐头
lizhirou 荔枝肉
lizhirouqiu 荔枝肉球
lizhisu 荔枝酥
lizhiyouyu 荔枝鱿鱼
lizhiyouyujuan 荔枝鱿鱼卷
lizibaicai 栗子白菜
lizibaojijiao 栗子煲鸡脚
lizichaoziji 栗子炒子鸡
lizidangao 栗子蛋糕
lizigao 栗子糕
lizihuaishanzhutitang 栗子淮山猪蹄汤
lizihuangmenji 栗子黄焖鸡
liziji 栗子鸡
lizilianzizhuyaotang 栗子莲子猪腰汤
lizimenyangrou 栗子焖羊肉
lizimengbulangzhishidangao 栗子蒙布朗芝士蛋糕
liziqiu 栗子球
lizirou 栗子肉
lianaidoufu 恋爱豆腐
lianbenmi 联苯醚
lianchengdiguagan 连城地瓜干
lianguotang 连锅汤
lianhuadangao 莲花蛋糕
lianhuajuan 莲花卷
lianhuansu 连环酥
lianlishuangweiyu 连理双味鱼
liannaikafeidan 炼奶咖啡蛋
lianrongcengcengsu 莲茸层层酥
lianrongganlusu 莲蓉甘露酥
lianrongsubing 莲蓉酥饼
lianrongzhimaqiu 莲蓉芝麻球
lianshuijigao 涟水鸡糕
liantiaoyu 链条鱼
lianwu 连雾
lianxiangtuoguji 莲香脱骨鸡
lianzhouguiyuanrou 廉州桂圆肉
lianzibaihenuomizhou 莲子百合糯米粥
lianzigao 莲子糕
lianzijiding 莲子鸡丁
lianzirunfuzhou 莲子润肤粥
lianzishanzhou 莲子膳粥
lianzixiguazhou 莲子西瓜粥
lianzixingancaocha 莲子心甘草茶
lianziyinerli 莲子银耳梨
lianziyingyangfen 莲子营养粉
lianzizhuxintang 莲子猪心汤
lianzizimizhou 莲子紫米粥
liangbanbailuobosi 凉拌白萝卜丝
liangbandonggua 凉拌冬瓜
liangbandoufu 凉拌豆腐
liangbanhaidai 凉拌海带
liangbanhongluobo 凉拌红萝卜
liangbanhuntunpi 凉拌馄饨皮
liangbanjisi 凉拌鸡丝
liangbanjiangdou 凉拌豇豆
liangbanjiaobai 凉拌茭白
liangbanlaweiluo 凉拌辣味螺
liangbanniubang 凉拌牛蒡
liangbanou 凉拌藕
liangbanoupian 凉拌藕片
liangbansanse 凉拌三色
liangbansibao 凉拌四宝
liangbanyansui 凉拌芫荽
liangbanyouyu 凉拌鱿鱼
liangchibocai 两吃菠菜
liangchiduobaoyu 两吃多宝鱼
liangduyinzhen 梁渡银针
liangfen 凉粉
liangfenjiyu 凉粉鲫鱼
liangguajintianji 凉瓜浸田鸡
liangguaniurousi 凉瓜牛肉丝
liangguapaigu 凉瓜排骨
liangguaroupaitang 凉瓜肉排汤
lianglan 亮蓝
lianglanlvsedian 亮蓝铝色淀
liangmian 凉面
liangmianbingzi 凉面饼子
liangmianhuo 两面火
liangpi 凉皮
liangpingtiancha 梁平甜茶
liangqingxiangyue 两情相悦
liangrou 晾肉
liangxiangwenzhengshansun 两香问政山笋
liaohua 蓼花
liaohua 燎花
liaoningsheng 辽宁省
liaoniu 辽牛
liaoxiaoshuiguoguantou 疗效水果罐头
liaoxiaotangguo 疗效糖果
liaoxiaoyinliaojuhonglu 疗效饮料桔红露
liaoyangtatang 辽阳塔糖
linanjibenjiasuanjiazhi 邻氨基苯甲酸甲酯
linanshanhetao 临安山核桃
linbenjibenfen 邻苯基苯酚
lincunhuacha 琳村花茶
linpingganzhe 临平柑蔗
linruyaojiu 临汝药酒
linsuan 磷酸
linsuanerqinggai 磷酸二氢钙
linsuanerqingjia 磷酸二氢钾
linsuanerqingna 磷酸二氢钠
linsuanhuaerdianfenlinsuanzhi 磷酸化二淀粉磷酸酯
linsuanmei 磷酸镁
linsuanqingerjia 磷酸氢二钾
linsuanqingerna 磷酸氢二钠
linsuanqinggai 磷酸氢钙
linsuansangai 磷酸三钙
linsuansanjia 磷酸三钾
linsuansanna 磷酸三钠
lintangbosu 淋糖擘酥
lintaosutang 临洮酥糖
linzhi 磷脂
linzhimei 磷脂酶
linzhixianyichunan 磷脂酰乙醇胺
lingdiankafei 零点咖啡
lingjiao 菱角
lingnansupi 岭南酥皮
lingyuguantou 鲮鱼罐头
lingyunbaihao 凌云白毫
lingzhicha 灵芝茶
lingzhigancaocha 灵芝甘草茶
lingzhilianyuchan 灵芝恋玉蝉
lingzhiyinliao 灵芝饮料
liubaimo 熘白蘑
liubaocha 六堡茶
liuchengyunpiangao 柳城云片糕
liudaierbingsuaneryuegui 硫代二丙酸二月桂
liudaierbingsuaneryueguizhi 硫代二丙酸二月桂酯
liudouya 熘豆芽
liuganjian 溜肝尖
liuhuang 硫磺
liuhuangcai 溜黄菜
liuhuangqingxie 流黄青蟹
liujiayumixiangyoucha 刘家玉米香油茶
liujuganyoudanyingzhisuanzhi 六聚甘油单硬脂酸酯
liujuganyoudanyousuanzhi 六聚甘油单油酸酯
liulanxiangyou 留兰香油
liulizhuji 琉璃珠玑
liuliansu 榴莲酥
liulianyenaidangao 榴莲椰奶蛋糕
liuoupian 溜藕片
liupianlinsuanna 六偏磷酸钠
liuquxiang 六曲香
liusuangai 硫酸钙
liusuanlvan 硫酸铝铵
liusuanlvjia 硫酸铝钾
liusuanmeng 硫酸锰
liusuantong 硫酸铜
liusuanxin 硫酸锌
liusuanyatie 硫酸亚铁
liutudousi 熘土豆丝
liuxianmo 熘鲜蘑
liuxierou 熘蟹肉
liuyanghuibing 浏阳茴饼
liuyaohua 溜腰花
liuyubeimian 熘鱼焙面
liuyudu 熘鱼肚
liuyupian 馏鱼片
liuyupianer 熘鱼片儿
liuyupu 熘鱼脯
longchaoshou 龙抄手
longchuankuangquanshui 龙川矿泉水
longdan 龙丹
longdanjiu 龙胆酒
longfengbing 龙凤饼
longfengchengxiang 龙凤呈祥
longfengpei 龙凤配
longfengrouqing 龙凤柔情
longfengshuangtui 龙凤双腿
longfengtui 龙凤腿
longfengxiantang 龙凤鲜汤
longgongkuangquanyinliao 龙宫矿泉饮料
longhaohuacha 龙毫花茶
longhudou 龙虎斗
longjicha 龙脊茶
longjingjinyu 龙井金鱼
longjingzhusun 龙井竹荪
longliyu 龙俐鱼
longnao 龙脑
longshenfengweixia 龙身凤尾虾
longtandiaoyupai 龙潭钓玉牌
longwangyeyan 龙王夜宴
longxiasutang 龙虾酥糖
longxiatang 龙虾汤
longxianmatisu 陇县马蹄酥
longxin 隆鑫
longxucai 龙须菜
longxuchangchunyan 龙须长春燕
longxugao 龙须糕
longxusu 龙须酥
longxutang 龙须糖
longxuyanwan 龙须燕丸
longyanfenggan 龙眼凤肝
longyanlianzigeng 龙眼莲子羹
longyanrou 龙眼肉
longyanshouwugeng 龙眼首乌羹
longyansu 龙眼酥
longyantianshaobai 龙眼甜烧白
longyanxiaren 龙眼虾仁
longyanxianshaobai 龙眼咸烧白
longyunhuijiu 龍韻徽酒
longzhuarousi 龙爪肉丝
luanguapiancha 六安瓜片茶
luanlancha 六安篮茶
lubianzhuangyangtang 鹿鞭壮阳汤
lucai 鲁菜
ludan 卤蛋
ludoufu 卤豆腐
luerkuai 卤饵块
luersi 卤饵丝
luguatunhuangyu 卤瓜氽黄鱼
luhuijiu 芦荟酒
lujiabangtangzao 陆家浜糖枣
lujiangpaiyuandangao 渌江牌圆蛋糕
lujiaocaigejieshuiyutang 鹿角菜蛤蚧水鱼汤
lujiaojiao 鹿角胶
luliangsanzi 陆良馓子
lumixian 卤米线
lumian 卤面
lunanrubing 路南乳饼
luniurou 卤牛肉
lurongdunyangshen 鹿茸炖羊肾
lurongniuroujuan 鹿茸牛肉卷
lurou 鹿肉
luroudoushasubing 卤肉豆沙酥饼
lurouguantou 鹿肉罐头
luroutang 鹿肉汤
lushanyunwucha 庐山云雾茶
lushimapian 卢氏麻片
lusi 露丝
lusunchaojiliu 芦笋炒鸡柳
lusunchaoniurou 芦笋炒牛肉
lusundaxia 芦笋大虾
lusunguantou 芦笋罐头
lusunjikuai 芦笋鸡块
lusunjianhuangcai 芦笋煎黄菜
lusunniurou 芦笋牛肉
lusunshengyushousi 芦笋生鱼寿司
lusunshoujuan 芦笋手卷
lusunxiaqiu 芦笋虾球
luwancha 鹿宛茶
luya 炉鸭
luyachi 卤鸭翅
luyigede 路易歌德
luzhidougan 卤汁豆干
luzhu 炉猪
luzie 卤子鹅
luanhemitang 滦河米糖
luobodunyangrou 萝卜炖羊肉
luoboguiyu 萝卜桂鱼
luobohong 萝卜红
luobolianguotang 萝卜连锅汤
luobonaizhi 萝卜奶汁
luoboniubaiyetang 萝卜牛百叶汤
luobopaocai 萝卜泡菜
luoboshaopaigu 萝卜烧排骨
luobosibing 萝卜丝饼
luobosisubing 萝蔔丝酥饼
luobotunjiyu 萝卜氽鲫鱼
luoboxianxia 萝卜鲜虾
luobozhizhou 萝卜汁粥
luobuhong 罗卜红
luodingjipai 罗定鸡排
luofenyutoudoufutang 箩粉鱼头豆腐汤
luoganghuamei 罗岗话梅
luohanbing 罗汉饼
luohandaxia 罗汉大虾
luohanguo 罗汉果
luohanguobazhentang 罗汉果八珍汤
luohanguochongji 罗汉果冲剂
luohanguomenguaziji 罗汉果焖瓜子鸡
luohanguoxiyangcaizhuzhengtang 罗汉果西洋菜猪踭汤
